 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 2   SUL         0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 3   NORDESTE    0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 4   NORTE       0 4944.89 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT.XXXNOV. XXXDEZ.
   1   2               0
2020     5591.   4829.   4319.   5093.   5941.   7042.   7887.   8372.   8798.   7891.   7511.   6188.
2021     5882.   5051.   4531.   5303.   6128.   7251.   8117.   8614.   9052.   8125.   7709.   6348.
2022     6025.   5166.   4643.   5418.   6255.   7384.   8375.   8886.   9337.   8385.   7948.   6557.
2023     6324.   5415.   4863.   5687.   6572.   7769.   8713.   9760.  10250.   9194.   8712.   7174.
   4
2019        0.      0.      0.      0.      0.    294.    309.    366.    402.    385.    418.    324.
2020      319.    227.    275.    213.    221.    294.    309.    366.    402.    385.    418.    324.
2021      319.    233.    280.    224.    232.    303.    317.    374.    410.    394.    428.    335.
2022      331.    239.    287.    225.    232.    303.    317.    374.    410.    394.    428.    335.
2023      331.    239.    287.    225.    232.    303.    317.    374.    410.    394.    428.    335.
 999
