ANO  USIN    JAN    FEV    MAR    ABR    MAI    JUN    JUL    AGO    SET    OUT    NOV    DEZ
XXXX  XXX XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X XXXX.X
2021  318  -0.73  -0.68  -0.68  -0.66  -0.72  -0.64  -0.94  -0.89  -0.88  -0.69  -0.72  -0.70
2022  318  -0.74  -0.68  -0.68  -0.63  -0.74  -0.57  -0.98  -0.99  -0.89  -0.69  -0.72  -0.71
2023  318  -0.75  -0.68  -0.68  -0.60  -0.76  -0.50  -1.02  -1.09  -0.90  -0.69  -0.72  -0.72
2019  319   0.00   0.00   0.00   0.00   0.00  -1.37  -1.73  -1.54  -1.69  -1.35  -1.41  -1.34
2020  319  -1.41  -1.34  -1.34  -1.35  -1.38  -1.39  -1.76  -1.56  -1.71  -1.37  -1.43  -1.36
2021  319  -1.43  -1.36  -1.36  -1.36  -1.40  -1.41  -1.79  -1.57  -1.74  -1.39  -1.44  -1.38
2022  319  -1.44  -1.38  -1.38  -1.38  -1.42  -1.43  -1.82  -1.59  -1.77  -1.40  -1.46  -1.39
2023  319  -1.45  -1.39  -1.39  -1.40  -1.44  -1.44  -1.85  -1.61  -1.79  -1.42  -1.47  -1.41
2019  319   0.00   0.00   0.00   0.00   0.00 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2020  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2021  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2022  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2023  319 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2019   54   0.00   0.00   0.00   0.00   0.00  -0.78  -0.86  -0.69  -0.86  -0.69  -0.72  -0.68
2020   54  -0.72  -0.68  -0.68  -0.69  -0.70  -0.71  -0.90  -0.79  -0.87  -0.69  -0.72  -0.69
2021   54  -0.73  -0.68  -0.68  -0.66  -0.72  -0.64  -0.94  -0.89  -0.88  -0.69  -0.72  -0.70
2022   54  -0.74  -0.68  -0.68  -0.63  -0.74  -0.57  -0.98  -0.99  -0.89  -0.69  -0.72  -0.71
2023   54  -0.75  -0.68  -0.68  -0.60  -0.76  -0.50  -1.02  -1.09  -0.90  -0.69  -0.72  -0.72
2019   55   0.00   0.00   0.00   0.00   0.00  -0.11  -0.14  -0.12  -0.14  -0.11  -0.11  -0.11
2020   55  -0.11  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.12  -0.14  -0.11  -0.11  -0.11
2021   55  -0.11  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.13  -0.14  -0.11  -0.12  -0.11
2022   55  -0.12  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.13  -0.14  -0.11  -0.12  -0.11
2023   55  -0.13  -0.11  -0.11  -0.11  -0.11  -0.11  -0.14  -0.13  -0.14  -0.11  -0.12  -0.11
2019   57   0.00   0.00   0.00   0.00   0.00  -1.37  -1.73  -1.54  -1.69  -1.35  -1.41  -1.34
2020   57  -1.41  -1.34  -1.34  -1.35  -1.38  -1.39  -1.76  -1.56  -1.71  -1.37  -1.43  -1.36
2021   57  -1.43  -1.36  -1.36  -1.36  -1.40  -1.41  -1.79  -1.57  -1.74  -1.39  -1.44  -1.38
2022   57  -1.44  -1.38  -1.38  -1.38  -1.42  -1.43  -1.82  -1.59  -1.77  -1.40  -1.46  -1.39
2023   57  -1.45  -1.39  -1.39  -1.40  -1.44  -1.44  -1.85  -1.61  -1.79  -1.42  -1.47  -1.41
2019   57   0.00   0.00   0.00   0.00   0.00 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2020   57 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2021   57 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2022   57 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2023   57 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80 -18.80
2019   71   0.00   0.00   0.00   0.00   0.00  -0.39  -0.39  -0.39  -0.39  -0.39  -0.39  -0.39
2020   71  -0.39  -0.39  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40
2021   71  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.40  -0.41  -0.41  -0.41
2022   71  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41
2023   71  -0.41  -0.41  -0.41  -0.41  -0.41  -0.41  -0.42  -0.42  -0.42  -0.42  -0.42  -0.42
2019   71   0.00   0.00   0.00   0.00   0.00  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47
2020   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47
2021   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47
2022   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47
2023   71  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47  -6.47
2019   72   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
2020   72   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
2021   72   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
2022   72   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2023   72  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2019   72   0.00   0.00   0.00   0.00   0.00   6.47   6.47   6.47   6.47   6.47   6.47   6.47
2020   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47
2021   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47
2022   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47
2023   72   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47   6.47
2019   72   0.00   0.00   0.00   0.00   0.00  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92
2020   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92
2021   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92
2022   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92
2023   72  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92  -6.92
2019   73   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2020   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2021   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2022   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2023   73  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2019   73   0.00   0.00   0.00   0.00   0.00   6.92   6.92   6.92   6.92   6.92   6.92   6.92
2020   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92
2021   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92
2022   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92
2023   73   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92   6.92
2019   74   0.00   0.00   0.00   0.00   0.00  -6.16  -6.20  -6.08  -5.93  -5.90  -5.79  -5.80
2020   74  -5.82  -5.94  -5.81  -6.26  -5.88  -6.26  -6.30  -6.18  -6.03  -5.99  -5.88  -5.89
2021   74  -5.91  -6.03  -5.90  -6.36  -5.97  -6.36  -6.40  -6.27  -6.12  -6.08  -5.97  -5.98
2022   74  -5.99  -6.13  -5.98  -6.45  -6.06  -6.46  -6.50  -6.37  -6.21  -6.17  -6.06  -6.07
2023   74  -6.08  -6.22  -6.07  -6.55  -6.15  -6.56  -6.60  -6.46  -6.30  -6.26  -6.15  -6.15
2019   76   0.00   0.00   0.00   0.00   0.00  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08
2020   76  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08
2021   76  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08
2022   76  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08
2023   76  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08  -0.08
2019   77   0.00   0.00   0.00   0.00   0.00  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27
2020   77  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27
2021   77  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.27  -0.28  -0.28  -0.28
2022   77  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28
2023   77  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28  -0.28
2019   78   0.00   0.00   0.00   0.00   0.00  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12  -0.12
2020   78  -0.12  -0.12  -0.12  -0.12  -0.12  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13
2021   78  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13
2022   78  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13
2023   78  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13  -0.13
2019   82   0.00   0.00   0.00   0.00   0.00  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15
2020   82  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15
2021   82  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15  -0.15
2022   82  -0.15  -0.15  -0.15  -0.15  -0.15  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16
2023   82  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16  -0.16
2019   82   0.00   0.00   0.00   0.00   0.00  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36
2020   82  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36
2021   82  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36
2022   82  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36
2023   82  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36  -3.36
2019   82   0.00   0.00   0.00   0.00   0.00  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2020   82  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2021   82  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2022   82  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2023   82  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01  -0.01
2019   82   0.00   0.00   0.00   0.00   0.00   3.36   3.36   3.36   3.36   3.36   3.36   3.36
2020   82   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36
2021   82   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36
2022   82   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36
2023   82   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36   3.36
2019   82   0.00   0.00   0.00   0.00   0.00  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57
2020   82  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57
2021   82  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57
2022   82  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57
2023   82  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57  -3.57
2019   82   0.00   0.00   0.00   0.00   0.00  -0.85  -0.85  -0.85  -0.85  -0.85  -0.85  -0.85
2020   82  -0.85  -0.85  -0.86  -0.86  -0.86  -0.86  -0.86  -0.86  -0.86  -0.86  -0.87  -0.87
2021   82  -0.87  -0.87  -0.87  -0.87  -0.87  -0.87  -0.87  -0.88  -0.88  -0.88  -0.88  -0.88
2022   82  -0.88  -0.88  -0.88  -0.88  -0.88  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89  -0.89
2023   82  -0.89  -0.89  -0.89  -0.90  -0.90  -0.90  -0.90  -0.90  -0.90  -0.90  -0.91  -0.91
2019   82   0.00   0.00   0.00   0.00   0.00   3.57   3.57   3.57   3.57   3.57   3.57   3.57
2020   82   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57
2021   82   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57
2022   82   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57
2023   82   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57   3.57
2019   83   0.00   0.00   0.00   0.00   0.00  -0.76  -0.76  -0.74  -0.70  -0.69  -0.66  -0.64
2020   83  -0.82  -0.82  -0.78  -0.83  -0.77  -0.81  -0.80  -0.77  -0.74  -0.72  -0.69  -0.68
2021   83  -0.86  -0.86  -0.81  -0.87  -0.81  -0.86  -0.84  -0.80  -0.78  -0.75  -0.72  -0.72
2022   83  -0.90  -0.90  -0.84  -0.91  -0.85  -0.91  -0.88  -0.83  -0.82  -0.78  -0.75  -0.76
2023   83  -0.94  -0.94  -0.87  -0.95  -0.89  -0.96  -0.92  -0.86  -0.86  -0.81  -0.78  -0.80
2019   86   0.00   0.00   0.00   0.00   0.00  -0.12  -0.12  -0.13  -0.14  -0.17  -0.27  -0.24
2020   86  -0.20  -0.17  -0.14  -0.14  -0.12  -0.12  -0.12  -0.13  -0.14  -0.18  -0.28  -0.25
2021   86  -0.21  -0.17  -0.14  -0.14  -0.12  -0.12  -0.12  -0.13  -0.14  -0.18  -0.28  -0.25
2022   86  -0.21  -0.17  -0.14  -0.14  -0.12  -0.12  -0.12  -0.13  -0.14  -0.18  -0.29  -0.25
2023   86  -0.21  -0.17  -0.14  -0.14  -0.12  -0.12  -0.12  -0.13  -0.14  -0.18  -0.29  -0.26
2019   86   0.00   0.00   0.00   0.00   0.00  -0.21  -0.21  -0.23  -0.25  -0.28  -0.50  -0.49
2020   86  -0.39  -0.31  -0.33  -0.20  -0.21  -0.21  -0.21  -0.23  -0.25  -0.29  -0.51  -0.50
2021   86  -0.40  -0.31  -0.33  -0.20  -0.21  -0.21  -0.21  -0.24  -0.25  -0.29  -0.52  -0.51
2022   86  -0.41  -0.31  -0.34  -0.20  -0.21  -0.21  -0.21  -0.24  -0.26  -0.29  -0.53  -0.52
2023   86  -0.41  -0.32  -0.34  -0.21  -0.21  -0.21  -0.22  -0.24  -0.26  -0.30  -0.54  -0.53
2019   89   0.00   0.00   0.00   0.00   0.00  -0.75  -0.77  -0.88  -0.99  -1.34  -2.09  -1.94
2020   89  -1.55  -1.18  -1.04  -0.81  -0.75  -0.76  -0.78  -0.90  -1.00  -1.37  -2.13  -1.98
2021   89  -1.58  -1.20  -1.06  -0.82  -0.76  -0.77  -0.79  -0.91  -1.02  -1.39  -2.18  -2.02
2022   89  -1.61  -1.23  -1.08  -0.83  -0.77  -0.78  -0.80  -0.92  -1.04  -1.42  -2.23  -2.06
2023   89  -1.64  -1.25  -1.10  -0.85  -0.78  -0.79  -0.81  -0.94  -1.05  -1.44  -2.27  -2.11
2019   89   0.00   0.00   0.00   0.00   0.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00
2020   89 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00
2021   89 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00
2022   89 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00
2023   89 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00 -13.00
2019   90   0.00   0.00   0.00   0.00   0.00  -0.06  -0.06  -0.10  -0.13  -0.09  -0.07  -0.07
2020   90  -0.04  -0.04  -0.07  -0.06  -0.06  -0.06  -0.07  -0.10  -0.13  -0.09  -0.07  -0.07
2021   90  -0.04  -0.05  -0.07  -0.06  -0.06  -0.06  -0.07  -0.10  -0.13  -0.09  -0.08  -0.07
2022   90  -0.04  -0.05  -0.07  -0.06  -0.06  -0.06  -0.07  -0.11  -0.13  -0.09  -0.08  -0.07
2023   90  -0.04  -0.05  -0.07  -0.06  -0.06  -0.06  -0.07  -0.11  -0.13  -0.09  -0.08  -0.07
2019   90   0.00   0.00   0.00   0.00   0.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00
2020   90  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00
2021   90  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00
2022   90  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00
2023   90  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00  13.00
2019   91   0.00   0.00   0.00   0.00   0.00  -0.22  -0.23  -0.27  -0.30  -0.35  -0.47  -0.48
2020   91  -0.75  -0.59  -0.39  -0.21  -0.22  -0.22  -0.23  -0.27  -0.30  -0.35  -0.48  -0.49
2021   91  -0.77  -0.60  -0.39  -0.21  -0.22  -0.23  -0.23  -0.28  -0.30  -0.36  -0.48  -0.49
2022   91  -0.78  -0.61  -0.40  -0.21  -0.22  -0.23  -0.23  -0.28  -0.31  -0.36  -0.49  -0.50
2023   91  -0.80  -0.62  -0.40  -0.21  -0.22  -0.23  -0.24  -0.28  -0.31  -0.37  -0.50  -0.51
2019   92   0.00   0.00   0.00   0.00   0.00  -1.43  -1.46  -1.62  -1.70  -1.79  -2.19  -2.42
2020   92  -2.33  -2.02  -1.76  -1.50  -1.43  -1.45  -1.47  -1.64  -1.72  -1.82  -2.22  -2.46
2021   92  -2.37  -2.04  -1.78  -1.52  -1.44  -1.46  -1.49  -1.66  -1.74  -1.84  -2.26  -2.50
2022   92  -2.41  -2.07  -1.80  -1.53  -1.45  -1.48  -1.50  -1.68  -1.76  -1.87  -2.29  -2.54
2023   92  -2.44  -2.10  -1.83  -1.55  -1.47  -1.49  -1.52  -1.70  -1.78  -1.89  -2.32  -2.58
2019   93   0.00   0.00   0.00   0.00   0.00  -0.32  -0.33  -0.33  -0.33  -0.33  -0.36  -0.66
2020   93  -0.91  -0.67  -0.42  -0.31  -0.33  -0.33  -0.33  -0.33  -0.33  -0.34  -0.37  -0.67
2021   93  -0.93  -0.69  -0.43  -0.32  -0.33  -0.34  -0.34  -0.34  -0.34  -0.34  -0.37  -0.69
2022   93  -0.95  -0.70  -0.44  -0.32  -0.34  -0.34  -0.34  -0.34  -0.35  -0.35  -0.38  -0.70
2023   93  -0.97  -0.72  -0.45  -0.33  -0.35  -0.35  -0.35  -0.35  -0.35  -0.36  -0.39  -0.72
2019   94   0.00   0.00   0.00   0.00   0.00  -0.06  -0.06  -0.06  -0.06  -0.07  -0.08  -0.10
2020   94  -0.15  -0.13  -0.10  -0.06  -0.06  -0.06  -0.06  -0.06  -0.06  -0.07  -0.09  -0.10
2021   94  -0.15  -0.13  -0.10  -0.06  -0.06  -0.06  -0.06  -0.06  -0.06  -0.07  -0.09  -0.10
2022   94  -0.16  -0.13  -0.10  -0.06  -0.06  -0.06  -0.07  -0.07  -0.07  -0.07  -0.09  -0.10
2023   94  -0.16  -0.14  -0.10  -0.06  -0.06  -0.07  -0.07  -0.07  -0.07  -0.07  -0.09  -0.10
2019   95   0.00   0.00   0.00   0.00   0.00  -0.08  -0.08  -0.09  -0.09  -0.10  -0.10  -0.11
2020   95  -0.10  -0.09  -0.09  -0.08  -0.08  -0.08  -0.08  -0.09  -0.09  -0.10  -0.10  -0.11
2021   95  -0.10  -0.10  -0.09  -0.08  -0.08  -0.08  -0.08  -0.09  -0.09  -0.10  -0.11  -0.11
2022   95  -0.10  -0.10  -0.09  -0.08  -0.08  -0.08  -0.08  -0.09  -0.09  -0.10  -0.11  -0.11
2023   95  -0.10  -0.10  -0.09  -0.08  -0.08  -0.08  -0.08  -0.09  -0.09  -0.10  -0.11  -0.11
2019   97   0.00   0.00   0.00   0.00   0.00  -0.25  -0.25  -0.26  -0.26  -0.37  -0.94  -0.76
2020   97  -0.75  -0.49  -0.57  -0.39  -0.32  -0.26  -0.26  -0.26  -0.26  -0.38  -0.96  -0.78
2021   97  -0.77  -0.49  -0.58  -0.39  -0.32  -0.26  -0.26  -0.26  -0.26  -0.38  -0.98  -0.80
2022   97  -0.78  -0.50  -0.59  -0.40  -0.32  -0.26  -0.26  -0.26  -0.26  -0.39  -1.00  -0.81
2023   97  -0.80  -0.51  -0.60  -0.40  -0.33  -0.26  -0.26  -0.26  -0.26  -0.39  -1.02  -0.83
2019   97   0.00   0.00   0.00   0.00   0.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00
2020   97 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00
2021   97 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00
2022   97 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00
2023   97 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00 -17.00
2019   98   0.00   0.00   0.00   0.00   0.00  -0.77  -0.77  -0.77  -0.78  -0.82  -1.23  -1.13
2020   98  -1.27  -1.22  -1.12  -0.82  -0.78  -0.78  -0.79  -0.79  -0.79  -0.83  -1.25  -1.15
2021   98  -1.30  -1.25  -1.14  -0.83  -0.79  -0.79  -0.80  -0.80  -0.80  -0.84  -1.28  -1.17
2022   98  -1.32  -1.27  -1.16  -0.85  -0.80  -0.81  -0.81  -0.81  -0.81  -0.86  -1.30  -1.20
2023   98  -1.35  -1.29  -1.18  -0.86  -0.81  -0.82  -0.82  -0.82  -0.83  -0.87  -1.33  -1.22
2019   98   0.00   0.00   0.00   0.00   0.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00
2020   98  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00
2021   98  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00
2022   98  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00
2023   98  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00  17.00
2019   98   0.00   0.00   0.00   0.00   0.00 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60
2020   98 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60
2021   98 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60
2022   98 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60
2023   98 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60 -18.60
2019   99   0.00   0.00   0.00   0.00   0.00  -0.42  -0.42  -0.42  -0.42  -0.42  -0.44  -0.44
2020   99  -0.45  -0.44  -0.44  -0.42  -0.42  -0.42  -0.42  -0.43  -0.43  -0.43  -0.44  -0.45
2021   99  -0.46  -0.44  -0.44  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.43  -0.45  -0.45
2022   99  -0.46  -0.45  -0.45  -0.43  -0.43  -0.43  -0.44  -0.44  -0.44  -0.44  -0.46  -0.46
2023   99  -0.47  -0.45  -0.45  -0.44  -0.44  -0.44  -0.44  -0.44  -0.44  -0.44  -0.46  -0.46
2019   99   0.00   0.00   0.00   0.00   0.00  18.60  18.60  18.60  18.60  18.60  18.60  18.60
2020   99  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60
2021   99  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60
2022   99  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60
2023   99  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60  18.60
2019   99   0.00   0.00   0.00   0.00   0.00 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22
2020   99 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22
2021   99 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22
2022   99 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22
2023   99 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22 -28.22
